Date,Employee_Name,Department,item_code,product_name,Số lượng
2024-03-10,Trọng Đức Mai,phòng kinh doanh,8131E,đèn bàn học,39
2025-03-16,Tùng Mai Dương,phòng R&D,YZST6,đèn LED âm trần,56
2024-04-25,Anh Thế Bùi,phòng nhân sự,9TKE1A,đèn LED âm trần,29
2024-04-02,Hạnh Văn Lê,phòng nhân sự,F6QLM,đèn bàn học,7
2025-02-09,Kim Hoàng,phòng kinh doanh,RX1EWP,đèn bàn học,42
2024-08-20,Chị Phương Hoàng,phòng kỹ thuật,SJ2V1E,đèn cảm ứng,30
2025-02-11,Trọng Mai,phòng nhân sự,FHEZ9,đèn LED âm trần,2
2024-08-02,Thành Hoàng,phòng nhân sự,IXIXDG,đèn LED tròn,89
2024-03-21,Quý ông Trọng Nguyễn,phòng kỹ thuật,HV88M,đèn LED tròn,22
2025-03-12,Anh Vũ,phòng R&D,R9L1NI,đèn bàn học,18
2025-01-15,Chị Yến Lê,phòng kỹ thuật,94Q45,đèn cảm ứng,24
2025-02-15,Quý ông Hoàng Vũ,phòng R&D,2ZW5I,đèn LED âm trần,89
2025-03-16,Hưng Nguyễn,phòng kỹ thuật,U49ZW,đèn LED tròn,95
2024-01-22,Quý cô Hạnh Phạm,phòng kinh doanh,ME6PFB,đèn bàn học,52
2024-01-15,Thành Xuân Bùi,phòng R&D,B9TKH,đèn LED âm trần,52
2024-04-04,Bảo Bảo Đặng,phòng kỹ thuật,TZFS3,đèn bàn học,63
2024-06-02,Hồng Mai,phòng R&D,VUXDCA,đèn LED âm trần,14
2024-04-15,Phương Đức Lê,phòng kinh doanh,5LU9QG,đèn cảm ứng,34
2025-02-06,Khoa Thị Dương,phòng kỹ thuật,TKGP2,đèn LED âm trần,23
2024-03-23,Khoa Văn Nguyễn,phòng kỹ thuật,6L250,đèn bàn học,10
2025-04-06,Cô Ánh Dương,phòng R&D,S7GI0,đèn cảm ứng,91
2024-09-15,Bà Ngọc Lê,phòng kỹ thuật,Z5DC4,đèn LED tròn,40
2024-08-28,Nhật Đặng,phòng kỹ thuật,NUA5L2,đèn bàn học,50
2024-10-09,Quý ông Phúc Lê,phòng nhân sự,6SAO1,đèn LED âm trần,7
2024-02-05,Lâm Văn Bùi,phòng nhân sự,RCMLO,đèn cảm ứng,97
2024-12-02,Quý cô Hạnh Trần,phòng kỹ thuật,N1BFR,đèn cảm ứng,83
2024-03-24,Cô Yến Dương,phòng R&D,VE9R3,đèn LED tròn,14
2025-03-02,Bà Nhật Phạm,phòng R&D,LKR19,đèn bàn học,10
2024-03-25,Phương Bùi,phòng nhân sự,1RHR5H,đèn bàn học,76
2024-03-27,Cô Yến Nguyễn,phòng kinh doanh,5U11MI,đèn LED âm trần,81
2024-08-28,Quang Bùi,phòng R&D,C8WD0,đèn LED tròn,50
2024-08-05,Chị An Phạm,phòng R&D,X2OQW,đèn cảm ứng,91
2024-03-25,Bác Quang Nguyễn,phòng nhân sự,5LR2MV,đèn LED tròn,44
2025-01-26,Cô Hương Vũ,phòng nhân sự,QBB9YG,đèn bàn học,32
2024-05-20,Bà Yến Trần,phòng kỹ thuật,C62V3G,đèn bàn học,20
2024-05-15,Quý ông Anh Lê,phòng nhân sự,NJZZW,đèn LED tròn,73
2025-04-05,Anh Nam Trần,phòng kỹ thuật,4XWOU4,đèn cảm ứng,7
2025-03-20,Bà Lan Phạm,phòng R&D,C874M4,đèn LED âm trần,25
2024-01-22,Huy Mai Bảo Nguyễn,phòng nhân sự,L3AGTP,đèn cảm ứng,95
2024-08-16,Nam Hữu Trần,phòng nhân sự,SMRP93,đèn bàn học,68
2024-09-30,Ông Hưng Bùi,phòng kỹ thuật,PXCTO,đèn bàn học,27
2024-08-07,Ngọc Trần,phòng kỹ thuật,62XQR,đèn bàn học,81
2024-02-28,Hoàng Phú Hoàng,phòng nhân sự,J8NPQ,đèn LED âm trần,17
2025-02-07,Xuân Lê,phòng R&D,QAYQEE,đèn bàn học,15
2024-02-17,Bà An Trần,phòng nhân sự,P38QY5,đèn LED âm trần,22
2024-12-21,Xuân Bùi,phòng nhân sự,7QMP44,đèn cảm ứng,85
2024-11-29,Minh Mai,phòng kỹ thuật,Z3166O,đèn LED âm trần,1
2024-01-03,Khoa Bùi,phòng nhân sự,M4Q4R,đèn bàn học,68
2025-01-13,Quý cô Mai Mai,phòng kinh doanh,YKG6I,đèn cảm ứng,56
2025-01-25,Trọng Mai Nguyễn,phòng R&D,BBH6UX,đèn LED tròn,21
2024-02-11,Vũ Đức Đặng,phòng kinh doanh,B46LQO,đèn cảm ứng,58
2025-02-25,Thành Vũ,phòng nhân sự,K9HUXC,đèn cảm ứng,28
2025-01-17,Anh Anh Dương,phòng kỹ thuật,UE4ZL,đèn bàn học,83
2024-04-28,Châu Lê,phòng kỹ thuật,TTF0QJ,đèn LED tròn,55
2024-04-25,Khoa Hoàng Dương,phòng nhân sự,YKW67,đèn bàn học,12
2024-04-23,Bảo Mai,phòng R&D,GR93O,đèn bàn học,89
2024-09-18,Quý ông Hưng Vũ,phòng R&D,05RKQB,đèn LED âm trần,9
2024-09-04,Châu Bảo Vũ,phòng kỹ thuật,3VNAO,đèn LED tròn,42
2024-11-16,Lâm Thị Dương,phòng kỹ thuật,HR77A,đèn bàn học,22
2024-06-10,Hải Vũ,phòng nhân sự,7IDUM,đèn LED tròn,71
2025-02-24,Tú Mai,phòng R&D,7YQL7,đèn LED âm trần,63
2024-10-23,Vân Vũ,phòng kỹ thuật,324GC,đèn bàn học,55
2024-01-16,Anh Phúc Nguyễn,phòng R&D,G4WNEJ,đèn LED âm trần,54
2024-12-05,Ông Trung Đặng,phòng R&D,U0TB3S,đèn LED âm trần,13
2024-05-26,Quý cô Hà Hoàng,phòng nhân sự,LGJAB6,đèn bàn học,29
2024-02-06,Thành Phạm,phòng kỹ thuật,KWXTXM,đèn LED âm trần,67
2024-03-09,Nhiên Văn Bùi,phòng R&D,0BBWCH,đèn LED âm trần,96
2024-10-02,Ông Vũ Phạm,phòng nhân sự,0DNGOQ,đèn bàn học,26
2025-01-08,Chi Bùi,phòng R&D,AI0C9C,đèn cảm ứng,97
2025-03-01,Thành Xuân Nguyễn,phòng nhân sự,NT4BQ,đèn cảm ứng,47
2024-01-05,Quý cô Vi Mai,phòng R&D,LAM3P,đèn cảm ứng,52
2024-02-08,Khoa Đức Nguyễn,phòng kỹ thuật,QVG7TC,đèn LED âm trần,24
2024-06-27,Quý cô Bảo Vũ,phòng kỹ thuật,ILTN6P,đèn LED âm trần,91
2024-10-27,Anh Tùng Vũ,phòng nhân sự,EO11ZK,đèn LED âm trần,50
2024-06-03,Nhật Đức Dương,phòng kinh doanh,1YEMR,đèn LED âm trần,61
2024-11-09,Anh Trọng Dương,phòng R&D,GJVP2,đèn LED tròn,70
2024-11-01,Hạnh Đức Lê,phòng kỹ thuật,3ZBGF4,đèn LED âm trần,42
2024-08-07,Châu Dương,phòng kinh doanh,JPZZI,đèn LED âm trần,66
2024-04-03,Ngọc Phạm,phòng kinh doanh,AXWHNI,đèn cảm ứng,42
2024-02-29,Cô Bảo Bùi,phòng R&D,1PD7K,đèn LED tròn,64
2024-10-14,Quang Phạm,phòng kinh doanh,9R8G0,đèn LED âm trần,53
2024-11-03,Lâm Trí Phạm,phòng nhân sự,J5GIR1,đèn LED tròn,33
2024-07-24,Cô Chi Vũ,phòng R&D,LMDQ6Z,đèn cảm ứng,38
2025-03-28,Bà Mai Đặng,phòng R&D,KTP30P,đèn bàn học,49
2025-01-29,Hải Vũ,phòng kinh doanh,YL3M91,đèn LED âm trần,29
2024-07-15,Quý ông Huy Đặng,phòng R&D,4RWS9,đèn LED âm trần,36
2025-03-18,Quý cô Khoa Vũ,phòng nhân sự,IDA0FD,đèn cảm ứng,91
2024-11-30,Hà Bùi,phòng kỹ thuật,TTFIUQ,đèn cảm ứng,56
2025-04-04,Bà Khoa Bùi,phòng R&D,QWLGLO,đèn LED âm trần,11
2024-11-11,Bà Vân Mai,phòng R&D,M1KLAZ,đèn LED tròn,5
2024-09-17,Nhật Phú Vũ,phòng kỹ thuật,8OISN5,đèn LED tròn,50
2024-04-29,Thảo Hoàng,phòng kỹ thuật,J4NY7,đèn LED âm trần,73
2024-07-20,Bảo Bùi,phòng kinh doanh,PFKSC,đèn LED âm trần,26
2025-03-24,Phương Lê,phòng nhân sự,RME2T,đèn cảm ứng,85
2025-03-03,Minh Đức Vũ,phòng nhân sự,VVQ115,đèn LED âm trần,70
2024-06-23,Vi Lê,phòng R&D,OM8KP,đèn cảm ứng,84
2024-12-17,Thành Phú Vũ,phòng kỹ thuật,TFU2J,đèn bàn học,56
2024-06-28,Quý cô Mai Trần,phòng kỹ thuật,AOBQG,đèn cảm ứng,81
2024-02-22,Bác Minh Vũ,phòng nhân sự,NXX78,đèn LED âm trần,69
2024-06-18,Vũ Đức Phạm,phòng R&D,B357L,đèn cảm ứng,28
2025-01-25,Thành Thế Hoàng,phòng R&D,8324B,đèn LED âm trần,23
2024-05-23,Chị Bảo Dương,phòng nhân sự,V8IFE,đèn LED tròn,30
2024-11-22,Phương Phạm,phòng kinh doanh,63KYD,đèn LED tròn,56
2025-03-19,Quý cô Thảo Lê,phòng kỹ thuật,SBXUOR,đèn LED âm trần,17
2024-05-22,An Hoàng,phòng kinh doanh,1XUG3,đèn bàn học,75
2024-06-04,Hoàng Tấn Trần,phòng kinh doanh,EB54Q,đèn LED âm trần,22
2024-01-04,Hải Vũ,phòng R&D,O99F5,đèn LED âm trần,43
2024-11-27,Hạnh Phạm,phòng kinh doanh,ABVFX8,đèn LED tròn,64
2025-02-18,An Trần,phòng kỹ thuật,E44NY8,đèn bàn học,51
2024-09-03,Bà Lan Vũ,phòng R&D,H5KIQQ,đèn cảm ứng,82
2024-10-05,Thành Đặng,phòng kỹ thuật,YDWRSA,đèn LED tròn,72
2025-03-22,Bà Mai Phạm,phòng nhân sự,IBW3WR,đèn LED tròn,19
2025-04-07,Vi Lê,phòng kỹ thuật,DAZ5XH,đèn LED âm trần,10
2024-04-04,An Đặng,phòng kỹ thuật,TUYNH8,đèn cảm ứng,90
2024-12-22,Kim Vũ,phòng nhân sự,BPVF9,đèn cảm ứng,3
2024-04-15,Anh Trung Đặng,phòng kinh doanh,F6I1Z,đèn LED tròn,74
2025-04-06,Hạnh Hoàng,phòng R&D,M73X8,đèn bàn học,18
2024-09-28,Dương Dương,phòng kinh doanh,3P86ED,đèn cảm ứng,23
2025-01-13,Thành Đức Vũ,phòng kỹ thuật,EGXCF3,đèn bàn học,88
2024-07-31,Thành Mai,phòng kinh doanh,JBG011,đèn LED âm trần,80
2024-06-14,Kim Hoàng,phòng kỹ thuật,XWH283,đèn LED tròn,53
2024-09-01,Quý ông Minh Nguyễn,phòng nhân sự,FUZWIE,đèn bàn học,31
2024-12-18,Hoàng Hải Lê,phòng R&D,OQG77U,đèn LED âm trần,46
2025-02-21,Hạnh Phú Mai,phòng R&D,OCJKAC,đèn bàn học,70
2025-01-02,Khoa Dương,phòng kinh doanh,T2FL9E,đèn bàn học,49
2024-10-03,Vi Hoàng,phòng R&D,UGXP7,đèn LED âm trần,30
2024-07-15,Châu Trần,phòng R&D,PFVCB,đèn bàn học,21
2025-01-28,Chị Lâm Vũ,phòng kinh doanh,IFDQH,đèn bàn học,37
2024-08-29,Hạnh Bùi,phòng nhân sự,AT5D15,đèn cảm ứng,74
2024-06-11,Anh Huy Mai,phòng kỹ thuật,1IZVLO,đèn LED tròn,78
2024-07-12,Thành Đức Đặng,phòng kinh doanh,5N2WYK,đèn bàn học,78
2024-10-30,Hà Mai,phòng nhân sự,FEMK3,đèn LED âm trần,55
2025-03-03,Lâm Bảo Vũ,phòng nhân sự,0C2YTX,đèn LED âm trần,96
2024-10-07,Quang Đức Hoàng,phòng R&D,T28XXE,đèn LED tròn,96
2024-03-23,Thành Mai Bảo Lê,phòng nhân sự,OZRTRA,đèn bàn học,23
2024-02-19,Chị Hạnh Dương,phòng kỹ thuật,MIS9D,đèn LED tròn,37
2025-02-02,Bà Mai Dương,phòng kinh doanh,MVKQD,đèn LED âm trần,45
2024-08-15,Thành Đức Dương,phòng R&D,A62PKE,đèn bàn học,55
2024-09-28,Chị Duyên Dương,phòng R&D,B7IWOG,đèn cảm ứng,61
2024-09-18,Vi Phạm,phòng nhân sự,0J3KK,đèn LED âm trần,81
2024-05-01,Dương Phạm,phòng kinh doanh,DUQDOK,đèn LED âm trần,45
2025-02-22,Yến Mai,phòng nhân sự,BH406E,đèn cảm ứng,46
2024-01-25,Thành Quang Hoàng,phòng nhân sự,HIXBKX,đèn LED âm trần,24
2024-05-14,Hải Xuân Nguyễn,phòng nhân sự,V0H3I,đèn LED tròn,97
2024-08-13,Trọng Hữu Đặng,phòng R&D,ENX8V,đèn cảm ứng,14
2024-10-16,Tùng Phạm,phòng kinh doanh,IT9J4S,đèn LED tròn,16
2024-07-19,Hương Trần,phòng kỹ thuật,UFLC6,đèn LED âm trần,37
2025-02-06,Nhật Mai Bảo Trần,phòng R&D,UB64H,đèn cảm ứng,23
2024-09-16,Thảo Lê,phòng kinh doanh,TUM0I,đèn LED âm trần,8
2024-02-10,Hưng Mai Bùi,phòng kinh doanh,V2Y3F,đèn bàn học,85
2024-11-14,Lan Nguyễn,phòng R&D,WAIYVU,đèn cảm ứng,40
2024-03-25,Bác Vũ Dương,phòng R&D,8NZCG,đèn bàn học,95
2025-03-02,Nhật Thế Lê,phòng R&D,YO1JV,đèn LED âm trần,91
2024-10-16,Bác Anh Nguyễn,phòng nhân sự,2MQM9P,đèn bàn học,14
2024-10-30,Chị Hải Trần,phòng R&D,32MA1N,đèn cảm ứng,16
2024-06-17,Cô Thảo Phạm,phòng R&D,KXKJ9G,đèn cảm ứng,35
2024-09-02,Lâm Thế Bùi,phòng R&D,TUC9J,đèn bàn học,65
2024-10-27,Chị Ngọc Mai,phòng kinh doanh,ZVWMWP,đèn LED tròn,94
2025-02-01,Trọng Phạm,phòng kỹ thuật,AD0ZK,đèn bàn học,99
2024-12-11,Quý cô Hải Lê,phòng nhân sự,1QBXAX,đèn cảm ứng,60
2025-03-24,Vũ Xuân Phạm,phòng R&D,KT064,đèn LED âm trần,68
2024-12-23,Cô Nhật Phạm,phòng kỹ thuật,HCSECU,đèn cảm ứng,88
2024-12-12,Tùng Đức Mai,phòng nhân sự,N673IJ,đèn LED âm trần,70
2024-04-22,Ông Phúc Dương,phòng kỹ thuật,3A20BB,đèn cảm ứng,85
2024-01-11,Ngọc Phạm,phòng nhân sự,LQJE7P,đèn LED tròn,19
2024-05-27,Bà Hương Mai,phòng nhân sự,NECWF,đèn cảm ứng,56
2024-08-30,Khoa Văn Hoàng,phòng kỹ thuật,6QN4EA,đèn LED tròn,39
2024-11-12,Nam Mai,phòng nhân sự,RYV1P,đèn cảm ứng,43
2024-02-25,Thành Phạm,phòng nhân sự,28O7M,đèn cảm ứng,25
2024-01-14,Anh Quang Trần,phòng kinh doanh,BUZGNL,đèn LED tròn,90
2024-12-31,Cô Lâm Mai,phòng R&D,6M1VKL,đèn cảm ứng,17
2024-02-22,Huy Hải Đặng,phòng kinh doanh,G12RO,đèn cảm ứng,97
2024-02-11,Bà Ngọc Vũ,phòng nhân sự,AMYV1,đèn bàn học,79
2024-11-30,Phương Vũ,phòng nhân sự,IOC2S,đèn LED âm trần,26
2024-05-15,Lan Lê,phòng kỹ thuật,QYUQO0,đèn LED tròn,34
2024-08-21,Thành Mai Bảo Nguyễn,phòng kinh doanh,5F2U6B,đèn cảm ứng,91
2025-01-18,Hải Đức Lê,phòng nhân sự,ZS1T6T,đèn cảm ứng,32
2024-06-10,Kim Dương,phòng kỹ thuật,43XEN,đèn cảm ứng,90
2024-02-24,Vi Lê,phòng kỹ thuật,ZEWJYO,đèn bàn học,89
2024-07-28,Ông Dũng Mai,phòng nhân sự,FOWEF,đèn bàn học,71
2024-02-17,Thành Văn Vũ,phòng nhân sự,HDJOE6,đèn bàn học,57
2025-02-06,Quý cô Nhật Hoàng,phòng kỹ thuật,TWP5Q,đèn LED âm trần,3
2024-12-16,Châu Nguyễn,phòng R&D,30FQY,đèn LED âm trần,36
2024-08-31,Anh Trọng Trần,phòng kỹ thuật,PCADU,đèn cảm ứng,24
2024-02-29,Thành Quang Hoàng,phòng nhân sự,W7LIW,đèn LED âm trần,65
2024-03-07,An Vũ,phòng R&D,IT01V,đèn LED tròn,76
2024-05-15,Quý cô Hương Bùi,phòng kinh doanh,R3998H,đèn bàn học,56
2024-10-18,Quý cô Thảo Vũ,phòng kinh doanh,YM5S2T,đèn cảm ứng,39
2024-08-25,Hạnh Nguyễn,phòng kỹ thuật,UP4K9,đèn bàn học,95
2024-08-22,An Thị Trần,phòng kinh doanh,H5GQMI,đèn LED âm trần,55
2024-01-29,Bác Minh Hoàng,phòng kỹ thuật,JERGKU,đèn LED âm trần,1
2025-01-06,Mai Lê,phòng R&D,Y6U1BJ,đèn bàn học,97
2024-12-12,Vi Vũ,phòng R&D,UYPM3Y,đèn LED âm trần,7
2024-06-01,Quang Đặng,phòng R&D,OKL6C9,đèn bàn học,88
2024-03-16,Phúc Văn Nguyễn,phòng nhân sự,NPAAI,đèn LED tròn,98
2025-04-05,Thành Quang Phạm,phòng nhân sự,O4F51T,đèn bàn học,76
2025-03-15,Lâm Trần,phòng nhân sự,Y0JSU,đèn cảm ứng,48
2024-07-14,Chị Yến Vũ,phòng nhân sự,7BL8X5,đèn cảm ứng,7
2024-03-19,Trọng Lê,phòng nhân sự,NM3A1,đèn LED âm trần,78
2024-07-30,Cô Hải Nguyễn,phòng R&D,RWGWD,đèn bàn học,10
2024-07-08,Dũng Mai,phòng R&D,ZHGFST,đèn LED tròn,10
2024-07-08,Anh Tùng Bùi,phòng R&D,11U4XK,đèn LED tròn,7
2024-03-08,Quý cô Linh Dương,phòng nhân sự,PY35HV,đèn LED âm trần,37
2024-08-05,Ông Bảo Hoàng,phòng kỹ thuật,WYY15K,đèn LED tròn,71
2024-04-07,Bà Linh Vũ,phòng R&D,81CC3R,đèn bàn học,27
2024-12-20,Nhật Lê,phòng kỹ thuật,CYZ8LW,đèn LED tròn,63
2024-05-20,Nam Mai Lê,phòng kỹ thuật,X436Q,đèn cảm ứng,74
2025-03-15,Nhật Phạm,phòng kỹ thuật,OZKR5Z,đèn cảm ứng,30
2025-01-21,Nhật Nguyễn,phòng kỹ thuật,HRLLWI,đèn LED âm trần,78
2024-10-02,Dũng Thị Bùi,phòng kỹ thuật,HFZ8T1,đèn LED âm trần,81
2024-02-28,Quý cô Mai Bùi,phòng nhân sự,WPNPW,đèn cảm ứng,81
2024-08-03,Cô Chi Trần,phòng kinh doanh,HU6L4,đèn LED tròn,92
2024-07-22,Cô Thành Bùi,phòng kinh doanh,G3KXPA,đèn bàn học,43
2025-02-11,Anh Thế Nguyễn,phòng nhân sự,QLCO6,đèn bàn học,71
2024-04-10,Nhật Bùi,phòng nhân sự,M4L25,đèn cảm ứng,27
2024-09-23,Quý cô Mai Vũ,phòng kinh doanh,JLM2SY,đèn bàn học,89
2025-02-11,Chị Duyên Phạm,phòng nhân sự,XPSY8M,đèn bàn học,96
2024-04-27,Ông Trung Đặng,phòng R&D,LFEMEW,đèn LED âm trần,39
2024-12-17,Bác Nhiên Nguyễn,phòng R&D,ACG2BC,đèn LED âm trần,73
2024-01-08,Cô Ngọc Mai,phòng kỹ thuật,AKTXO,đèn LED âm trần,57
2024-08-11,Hạnh Hoàng,phòng nhân sự,N5UY0,đèn LED âm trần,66
2024-07-31,Nhật Vũ,phòng kỹ thuật,LDG4P,đèn bàn học,32
2024-03-12,Chị Xuân Bùi,phòng kỹ thuật,7149DH,đèn LED tròn,97
2024-07-09,Anh Quang Lê,phòng kỹ thuật,Y498G,đèn LED tròn,51
2024-11-04,Hạnh Văn Vũ,phòng kỹ thuật,986TVX,đèn LED tròn,6
2024-03-01,Ông Nam Dương,phòng nhân sự,AVJBI,đèn LED âm trần,7
2025-02-22,Quý cô Ánh Dương,phòng kinh doanh,0U73F,đèn cảm ứng,86
2024-01-09,Chị Chi Phạm,phòng R&D,B1GN74,đèn LED tròn,94
2024-10-13,Hà Lê,phòng R&D,A7HNN,đèn LED tròn,88
2024-08-12,Dương Mai,phòng R&D,R5T9WP,đèn bàn học,25
2024-10-22,Phúc Hữu Trần,phòng nhân sự,P5VZVN,đèn LED tròn,39
2024-03-09,Quý cô Hương Nguyễn,phòng R&D,J89D4S,đèn cảm ứng,4
2025-02-17,Chị An Bùi,phòng nhân sự,8N3JS,đèn LED tròn,26
2024-08-12,Ông Phúc Mai,phòng kỹ thuật,2KVP10,đèn LED âm trần,35
2024-11-25,Kim Trí Hoàng,phòng kinh doanh,FTLI5J,đèn bàn học,61
2025-03-11,Thành Xuân Mai,phòng kỹ thuật,A2SC2,đèn bàn học,4
2024-02-01,Kim Hoàng,phòng kinh doanh,GPWV6T,đèn bàn học,55
2024-08-17,Nhật Hoàng Bùi,phòng kinh doanh,NC6FC,đèn LED tròn,91
2024-06-09,Bà Nhật Đặng,phòng R&D,2OM3RM,đèn cảm ứng,56
2024-12-11,Chi Vũ,phòng kinh doanh,VGGAYF,đèn LED âm trần,51
2024-08-24,Châu Vũ,phòng nhân sự,OAKDE3,đèn LED tròn,93
2024-08-29,Bác Bảo Phạm,phòng kỹ thuật,ALSD9M,đèn LED tròn,94
2024-01-24,Quý ông Châu Lê,phòng kinh doanh,5U6Y1,đèn LED tròn,53
2024-03-29,Xuân Lê,phòng kinh doanh,LN15AD,đèn bàn học,77
2024-11-15,Châu Trí Bùi,phòng nhân sự,M2WY8P,đèn LED tròn,20
2024-03-03,Bà Yến Trần,phòng kinh doanh,PKQ96P,đèn bàn học,83
2024-12-22,Cô An Phạm,phòng nhân sự,L3R4C,đèn LED tròn,5
2024-03-05,Lan Vũ,phòng R&D,SJ4ZI,đèn bàn học,71
2024-08-09,Quý cô Vi Lê,phòng kinh doanh,8I69FT,đèn LED tròn,33
2024-06-10,Yến Hoàng,phòng kinh doanh,CWOJKR,đèn LED âm trần,24
2024-12-21,Quý cô Vi Phạm,phòng nhân sự,YYCVVK,đèn cảm ứng,65
2025-03-05,Chị Ánh Mai,phòng kỹ thuật,K14AP2,đèn cảm ứng,73
2024-06-10,Bà Hải Hoàng,phòng kỹ thuật,5TGZ47,đèn cảm ứng,34
2024-05-02,Huy Bùi,phòng kinh doanh,RK574M,đèn LED âm trần,58
2024-05-07,Nam Mai Bảo Nguyễn,phòng kinh doanh,1HTL6,đèn LED tròn,8
2024-10-18,Chị Khoa Mai,phòng kỹ thuật,OX3I9F,đèn bàn học,43
2024-10-09,Phương Văn Hoàng,phòng kỹ thuật,Z9095R,đèn cảm ứng,92
2024-10-20,Xuân Hoàng,phòng kinh doanh,UHOKPW,đèn bàn học,39
2024-12-05,Anh Thành Mai,phòng nhân sự,T3PD4P,đèn LED tròn,69
2024-07-03,Bảo Lê,phòng kỹ thuật,SVOU3,đèn LED tròn,55
2024-11-30,Quý cô Hà Hoàng,phòng kinh doanh,WYG2N,đèn LED âm trần,8
2024-06-17,Trung Vũ,phòng kinh doanh,8LQ3C,đèn LED tròn,70
2025-03-11,Khoa Hoàng,phòng kỹ thuật,2IHQ6,đèn LED âm trần,3
2024-09-23,Dương Trần,phòng R&D,2RQQJ,đèn cảm ứng,72
2024-10-31,Trung Hoàng,phòng R&D,DDNS5,đèn cảm ứng,45
2024-11-13,Thành Vũ,phòng nhân sự,IW1818,đèn LED âm trần,3
2024-08-28,Bà Lan Nguyễn,phòng R&D,LNPYWF,đèn LED âm trần,22
2024-08-20,Quang Phạm,phòng kinh doanh,HV6WM,đèn bàn học,52
2024-03-16,Hưng Hoàng Vũ,phòng kỹ thuật,UL1BV,đèn LED âm trần,70
2025-01-02,Lan Bùi,phòng kỹ thuật,K86USQ,đèn bàn học,22
2024-01-26,Châu Tấn Đặng,phòng kỹ thuật,1KIHBV,đèn cảm ứng,87
2024-03-09,Phương Đặng,phòng kỹ thuật,A9C12,đèn bàn học,38
2025-01-30,Bà Hải Dương,phòng kỹ thuật,H54H9,đèn bàn học,6
2025-03-08,Anh Minh Bùi,phòng R&D,D7WD12,đèn LED tròn,72
2024-08-31,Huy Xuân Trần,phòng nhân sự,R359Y,đèn bàn học,35
2024-08-30,Ông Châu Dương,phòng nhân sự,KQ5812,đèn LED âm trần,49
2024-10-15,Thành Văn Phạm,phòng R&D,N5NMC5,đèn LED âm trần,72
2024-03-03,Xuân Dương,phòng kinh doanh,8PZXX,đèn cảm ứng,47
2025-03-17,Thảo Dương,phòng kinh doanh,89OSTL,đèn cảm ứng,47
2024-12-31,Tú Văn Phạm,phòng kinh doanh,OC76X2,đèn bàn học,93
2024-09-14,Quý ông Phúc Phạm,phòng kinh doanh,LHJ1VA,đèn LED âm trần,22
2024-08-11,Cô Dương Trần,phòng R&D,YWFE7K,đèn cảm ứng,21
2025-01-20,Ông Trọng Lê,phòng nhân sự,GQT1Y,đèn bàn học,36
2024-04-19,Anh Anh Nguyễn,phòng kỹ thuật,91IIC,đèn bàn học,10
2024-08-19,Cô Hương Vũ,phòng kinh doanh,GBWA5G,đèn LED tròn,8
2024-12-07,Phúc Mai,phòng kinh doanh,XW7PI,đèn LED âm trần,5
2024-07-24,Trung Bảo Lê,phòng R&D,HD6DI,đèn LED âm trần,11
2025-04-04,Anh Quang Phạm,phòng R&D,9STK7,đèn bàn học,64
2024-05-30,Yến Bùi,phòng nhân sự,BCZWS,đèn bàn học,27
2024-08-26,Khoa Dương,phòng R&D,WYN03,đèn LED tròn,4
2024-11-24,Phúc Tấn Mai,phòng nhân sự,2503L0,đèn cảm ứng,69
2024-12-31,An Phú Mai,phòng nhân sự,FC4GM8,đèn LED âm trần,56
2024-07-14,Ánh Trần,phòng kỹ thuật,WWWLEU,đèn cảm ứng,17
2024-01-25,Bà Hà Phạm,phòng R&D,OJXLQ,đèn cảm ứng,8
2024-12-23,Nhật Dương,phòng R&D,BSBTL,đèn LED tròn,32
2025-01-30,Nhật Vũ,phòng R&D,GSUT1,đèn LED tròn,39
2024-12-24,Chị Lâm Hoàng,phòng kỹ thuật,XFXX8,đèn LED tròn,23
2024-05-30,Ngọc Đặng,phòng kỹ thuật,6VAWGA,đèn cảm ứng,72
2024-05-02,Trọng Thị Phạm,phòng kinh doanh,JK4YOF,đèn LED tròn,46
2024-12-16,Cô Nhật Phạm,phòng nhân sự,ZBTTB,đèn cảm ứng,35
2024-01-29,Quang Đức Lê,phòng kinh doanh,8TG7D,đèn bàn học,25
2024-11-03,Hạnh Mai Bảo Hoàng,phòng R&D,7XSMQG,đèn bàn học,13
2024-03-27,Phương Hoàng Mai,phòng kinh doanh,RGHAYS,đèn cảm ứng,35
2024-06-13,Xuân Hoàng,phòng R&D,KYOG1,đèn cảm ứng,19
2024-05-10,An Mai Dương,phòng R&D,DZGXM,đèn LED tròn,12
2024-01-20,Trung Hải Nguyễn,phòng kinh doanh,M4OIQ,đèn LED tròn,51
2024-04-07,Quý ông Trung Trần,phòng nhân sự,XU3NVC,đèn LED âm trần,13
2024-10-23,Hoàng Đức Lê,phòng kỹ thuật,BM5PW,đèn cảm ứng,38
2024-06-06,Hồng Vũ,phòng R&D,GGW9N,đèn cảm ứng,73
2025-01-27,Hải Hoàng,phòng kỹ thuật,0ORARN,đèn cảm ứng,22
2024-01-20,Bà Hồng Hoàng,phòng kỹ thuật,LQQ8RK,đèn bàn học,15
2024-06-12,Lâm Hải Lê,phòng nhân sự,QAHP1,đèn bàn học,22
2024-04-11,Bảo Bùi,phòng nhân sự,MMXT80,đèn cảm ứng,78
2024-05-07,Hoàng Hoàng Nguyễn,phòng kỹ thuật,8DE6R,đèn bàn học,23
